Player,Year,Pos,Status,Team From,Team From To,YRS,Value,AAV,GTDAT SIGN,GTDPRACTICAL,YR-1 CAP,YR-1 CASH
Vitor Faverani,2013,C,UDFA,,BOS,3,"$6,180,000",$0,$0,"$4,000,000",$0,$0
Chris Copeland,2013,SF,RFA,NYK,IND,2,"$6,135,000","$3,067,500",$0,"$6,135,000",$0,$0
Will Bynum,2013,PG,UFA,DET,DET,2,"$5,706,251","$2,853,126",$0,"$5,706,251",$0,$0
Marco Belinelli,2013,SG,UFA,CHI,SAS,2,"$5,623,750","$2,811,875",$0,"$5,623,750",$0,$0
Mo Williams,2013,PG,UFA,UTA,POR,2,"$5,423,340","$2,711,670",$0,"$5,423,340",$0,$0
Wayne Ellington,2013,SG,UFA,CLE,DAL,2,"$5,423,340","$2,711,670",$0,"$5,423,340",$0,$0
Jason Maxiell,2013,PF,UFA,DET,ORL,2,"$5,000,000","$2,500,000",$0,"$2,500,000",$0,$0
DeMarre Carroll,2013,SF,UFA,UTA,ATL,2,"$5,000,000","$2,500,000",$0,"$5,000,000",$0,$0
Pablo Prigioni,2013,PG,RFA,NYK,NYK,3,"$4,988,883","$1,662,961",$0,"$4,988,883",$0,$0
Miroslav Raduljica,2013,C,UDFA,,MIL,2,"$4,567,500",$0,$0,"$3,000,000",$0,$0
Quentin Richardson,2013,PF,UFA,NYK,TOR,3,"$4,347,184","$1,449,061",$0,"$1,399,507",$0,$0
Eric Maynor,2013,PG,UFA,POR,WAS,2,"$4,122,720","$2,061,360",$0,"$4,122,720",$0,$0
Nate Robinson,2013,PG,UFA,CHI,DEN,2,"$4,122,720","$2,061,360",$0,"$4,122,720",$0,$0
C.J. Watson,2013,PG,UFA,BKN,IND,2,"$4,093,000","$2,046,500",$0,"$4,093,000",$0,$0
Elton Brand,2013,PF,UFA,DAL,ATL,1,"$4,000,000","$4,000,000","$4,000,000","$4,000,000","$4,000,000","$4,000,000"
Darren Collison,2013,PG,UFA,DAL,LAC,2,"$3,885,500","$1,942,750",$0,"$3,885,500",$0,$0
Metta World Peace,2013,SF,UFA,LAL,NYK,2,"$3,251,550","$1,625,775",$0,"$3,251,550",$0,$0
John Lucas III,2013,PG,UFA,TOR,UTA,2,"$3,200,000","$1,600,000",$0,"$1,600,000",$0,$0
Chris Kaman,2013,C,UFA,DAL,LAL,1,"$3,183,000","$3,183,000",$0,"$3,183,000",$0,$0
Darius Morris,2013,PG,UFA,LAL,PHI,3,"$3,060,877","$1,020,292",$0,"$200,000",$0,$0
Ronny Turiaf,2013,C,UFA,LAC,MIN,2,"$3,000,000","$1,500,000",$0,"$3,000,000",$0,$0
Daniel Orton,2013,C,UFA,OKC,PHI,3,"$2,997,785","$999,262",$0,$0,$0,$0
Jon Leuer,2013,PF,RFA,MEM,MEM,3,"$2,902,500","$967,500",$0,"$2,902,500",$0,$0
Elliot Williams,2013,SG,UFA,CLE,PHI,3,"$2,879,231","$959,744",$0,$0,$0,$0
Chris Andersen,2013,PF,UFA,MIA,MIA,2,"$2,847,997","$1,423,999",$0,"$2,847,997",$0,$0
Andray Blatche,2013,C,UFA,BKN,BKN,2,"$2,813,110","$1,406,555",$0,"$2,813,110",$0,$0
Robert Sacre,2013,C,RFA,LAL,LAL,3,"$2,685,463","$895,154",$0,"$1,704,115",$0,$0
Greg Stiemsma,2013,C,UFA,MIN,NOP,1,"$2,676,000","$2,676,000",$0,"$2,676,000",$0,$0
Diante Garrett,2013,PG,UFA,OKC,UTA,3,"$2,615,857","$871,952",$0,"$719,266",$0,$0
Francisco Garcia,2013,SG,UFA,HOU,HOU,2,"$2,582,786","$1,291,393",$0,"$1,265,977",$0,$0
Ronnie Price,2013,PG,UFA,POR,ORL,2,"$2,582,786","$1,291,393",$0,"$1,265,977",$0,$0
Chauncey Billups,2013,PG,UFA,LAC,DET,1,"$2,500,000","$2,500,000",$0,"$2,500,000",$0,$0
Pero Antic,2013,"PF, C",UDFA,,ATL,2,"$2,450,000",$0,$0,"$1,200,000",$0,$0
Nick Young,2013,SG,UFA,PHI,LAL,2,"$2,334,927","$1,167,464",$0,"$2,334,927",$0,$0
Brandon Davies,2013,PF,UFA,LAC,PHI,3,"$2,253,938","$751,313",$0,$0,$0,$0
Robert Covington,2013,PF,UDFA,Tennessee State,HOU,3,"$2,253,938",$0,$0,"$640,180",$0,$0
Jordan Henriquez,2013,C,UDFA,Kansas State,HOU,3,"$2,253,938",$0,$0,$0,$0,$0
Mac Koshwal,2013,"PF, C",UDFA,DePaul,PHI,3,"$2,253,938",$0,$0,$0,$0,$0
Phil Pressey,2013,PG,UDFA,Missouri,BOS,3,"$2,253,938",$0,$0,"$490,180",$0,$0
Rodney Williams,2013,PF,UDFA,Minnesota,PHI,3,"$2,253,938",$0,$0,$0,$0,$0
Khalif Wyatt,2013,SG,UDFA,Temple,PHI,3,"$2,253,938",$0,$0,$0,$0,$0
B.J. Young,2013,PG,UDFA,Arkansas,HOU,3,"$2,253,938",$0,$0,"$40,000",$0,$0
Lorenzo Brown,2013,PG,UFA,MIN,PHI,3,"$2,190,503","$730,168",$0,$0,$0,$0
Anthony Morrow,2013,SG,UFA,DAL,NOP,2,"$2,173,109","$1,086,555",$0,"$2,173,109",$0,$0
Reggie Williams,2013,SF,UFA,CHA,HOU,2,"$2,011,291","$1,005,646",$0,"$473,954",$0,$0
B.J. Mullens,2013,PF,UFA,CHA,LAC,2,"$2,011,291","$1,005,646",$0,"$2,011,291",$0,$0
Omri Casspi,2013,SF,UFA,CLE,HOU,2,"$2,011,291","$1,005,646",$0,"$947,907",$0,$0
Austin Daye,2013,PF,UFA,MEM,TOR,2,"$2,011,291","$1,005,646",$0,"$947,907",$0,$0
Alan Anderson,2013,SG,UFA,TOR,BKN,2,"$2,011,291","$1,005,646",$0,"$2,011,291",$0,$0
Jermaine O'Neal,2013,C,UFA,PHX,GSW,1,"$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000"
Julyan Stone,2013,PG,UFA,DEN,TOR,2,"$1,832,456","$916,228",$0,"$884,293",$0,$0
Lance Thomas,2013,SF,UFA,NOP,NOP,2,"$1,832,456","$916,228",$0,$0,$0,$0
Fab Melo,2013,C,UFA,MEM,DAL,2,"$1,704,115","$852,058",$0,$0,$0,$0
Danny Granger,2013,SF,UFA,PHI,LAC,2,"$1,674,261","$837,131",$0,"$1,674,261",$0,$0
Malcolm Thomas,2013,PF,UFA,CHI,SAS,2,"$1,650,396","$825,198",$0,"$702,233",$0,$0
Toney Douglas,2013,SG,UFA,SAC,GSW,1,"$1,600,000","$1,600,000",$0,"$1,600,000",$0,$0
Glen Davis,2013,PF,UFA,ORL,LAC,2,"$1,566,579","$783,290",$0,"$1,566,579",$0,$0
Shavlik Randolph,2013,PF,UFA,BOS,PHX,2,"$1,534,022","$767,011",$0,"$306,037",$0,$0
Mike James,2013,PG,UFA,CHI,CHI,2,"$1,506,117","$753,059",$0,"$57,627",$0,$0
Jeremy Tyler,2013,PF,UFA,NYK,NYK,2,"$1,504,747","$752,374",$0,$0,$0,$0
Kendall Marshall,2013,PG,UFA,WAS,LAL,2,"$1,462,813","$731,407",$0,$0,$0,$0
Lamar Odom,2013,PF,UFA,LAC,NYK,2,"$1,456,722","$728,361",$0,"$8,232",$0,$0
DeJaun Blair,2013,C,UFA,SAS,DAL,1,"$1,400,000","$1,400,000",$0,"$1,400,000",$0,$0
Corey Maggette,2013,SF,UFA,DET,SAS,1,"$1,399,507","$1,399,507",$0,$0,$0,$0
Mike Miller,2013,SG,UFA,MIA,MEM,1,"$1,399,507","$1,399,507",$0,"$1,399,507",$0,$0
DeSagana Diop,2013,C,UFA,CHA,CLE,1,"$1,399,507","$1,399,507",$0,$0,$0,$0
Dahntay Jones,2013,SF,UFA,ATL,CHI,1,"$1,399,507","$1,399,507",$0,$0,$0,$0
Marcus Camby,2013,C,UFA,TOR,HOU,1,"$1,399,507","$1,399,507",$0,"$1,399,507",$0,$0
Nazr Mohammed,2013,C,UFA,CHI,CHI,1,"$1,399,507","$1,399,507",$0,"$1,399,507",$0,$0
Al Harrington,2013,PF,UFA,ORL,WAS,1,"$1,399,507","$1,399,507",$0,"$1,399,507",$0,$0
Antawn Jamison,2013,PF,UFA,LAL,LAC,1,"$1,399,507","$1,399,507",$0,"$1,399,507",$0,$0
Kenyon Martin,2013,PF,UFA,NYK,NYK,1,"$1,399,507","$1,399,507",$0,"$1,399,507",$0,$0
Derek Fisher,2013,PG,UFA,OKC,OKC,1,"$1,399,507","$1,399,507",$0,"$1,399,507",$0,$0
Luke Babbitt,2013,SF,UFA,POR,NOP,2,"$1,369,079","$684,540",$0,"$387,995",$0,$0
Melvin Ely,2013,C,UFA,MEM,NOP,2,"$1,346,597","$673,299",$0,"$29,788",$0,$0
Jamaal Tinsley,2013,PG,UFA,UTA,UTA,1,"$1,339,507","$1,339,507",$0,$0,$0,$0
Josh Powell,2013,PF,UFA,NYK,HOU,2,"$1,324,244","$662,122",$0,"$13,958",$0,$0
Chris Smith,2013,SG,UFA,NYK,NYK,2,"$1,306,662","$653,331",$0,$0,$0,$0
Dee Bost,2013,PG,UDFA,Mississippi State,POR,2,"$1,306,662",$0,$0,"$25,000",$0,$0
Ian Clark,2013,SG,UDFA,Belmont,UTA,2,"$1,306,662",$0,$0,"$200,000",$0,$0
Seth Curry,2013,SG,UDFA,Duke,GSW,2,"$1,306,662",$0,$0,$0,$0,$0
Matthew Dellavedova,2013,PG,UDFA,Saint Mary's,CLE,2,"$1,306,662",$0,$0,"$100,000",$0,$0
Elias Harris,2013,SF,UDFA,Gonzaga,LAL,2,"$1,306,662",$0,$0,"$100,000",$0,$0
Richard Howell,2013,PF,UDFA,North Carolina State,POR,2,"$1,306,662",$0,$0,$0,$0,$0
Kenny Kadji,2013,"PF, C",UDFA,Miami (FL),CLE,2,"$1,306,662",$0,$0,$0,$0,$0
C.J. Leslie,2013,"SF, PF",UDFA,North Carolina State,NYK,2,"$1,306,662",$0,$0,"$200,000",$0,$0
Trent Lockett,2013,SG,UDFA,Marquette,SAC,2,"$1,306,662",$0,$0,$0,$0,$0
Arinze Onuaku,2013,PF,UDFA,Syracuse,NOP,2,"$1,306,662",$0,$0,$0,$0,$0
Adonis Thomas,2013,SF,UDFA,Memphis,ATL,2,"$1,306,662",$0,$0,$0,$0,$0
Beno Udrih,2013,PG,UFA,ORL,NYK,1,"$1,272,279","$1,272,279",$0,"$1,272,279",$0,$0
Royal Ivey,2013,PG,UFA,PHI,ATL,1,"$1,272,279","$1,272,279",$0,$0,$0,$0
Damien Wilkins,2013,SG,UFA,PHI,ATL,1,"$1,272,279","$1,272,279",$0,$0,$0,$0
Shaun Livingston,2013,PG,UFA,CLE,BKN,1,"$1,272,279","$1,272,279",$0,"$1,272,279",$0,$0
Devin Harris,2013,PG,UFA,ATL,DAL,1,"$1,265,977","$1,265,977",$0,"$1,265,977",$0,$0
Louis Amundson,2013,PF,UFA,NOP,LAC,1,"$1,186,459","$1,186,459",$0,$0,$0,$0
Solomon Jones,2013,PF,UFA,NYK,ORL,1,"$1,186,459","$1,186,459",$0,$0,$0,$0
Ryan Hollins,2013,C,UFA,LAC,LAC,1,"$1,186,459","$1,186,459",$0,"$1,186,459",$0,$0
Dwayne Jones,2013,C,UFA,GSW,UTA,1,"$1,106,942","$1,106,942",$0,$0,$0,$0
Josh Childress,2013,SF,UFA,WAS,NOP,1,"$1,081,771","$1,081,771",$0,$0,$0,$0
Stephen Jackson,2013,SF,UFA,SAS,LAC,1,"$1,053,746","$1,053,746",$0,$0,$0,$0
Michael Beasley,2013,SF,UFA,PHX,MIA,1,"$1,027,424","$1,027,424",$0,$0,$0,$0
Cartier Martin,2013,PF,UFA,WAS,ATL,1,"$1,027,424","$1,027,424",$0,$0,$0,$0
D.J. White,2013,PF,UFA,BOS,CHI,1,"$1,027,424","$1,027,424",$0,$0,$0,$0
Greg Oden,2013,C,UFA,POR,MIA,1,"$1,027,424","$1,027,424",$0,"$1,027,424","$4,662,000","$4,662,000"
Andrew Bynum,2013,C,UFA,CHI,IND,1,"$1,000,000","$1,000,000",$0,"$1,000,000",$0,$0
Sam Young,2013,SF,UFA,IND,SAS,1,"$947,907","$947,907",$0,$0,$0,$0
A.J. Price,2013,PG,UFA,WAS,MIN,1,"$947,907","$947,907",$0,$0,$0,$0
Aaron Brooks,2013,PG,UFA,HOU,HOU,1,"$947,907","$947,907",$0,"$947,907",$0,$0
Wesley Johnson,2013,SF,UFA,PHX,LAL,1,"$916,099","$916,099",$0,"$916,099",$0,$0
Devin Ebanks,2013,SF,UFA,LAL,DAL,1,"$916,099","$916,099",$0,$0,$0,$0
Cole Aldrich,2013,C,UFA,SAC,NYK,1,"$916,099","$916,099",$0,$0,$0,$0
Lazar Hayward,2013,PF,UFA,MIN,NOP,1,"$916,099","$916,099",$0,$0,$0,$0
Dexter Pittman,2013,C,UFA,MEM,CHI,1,"$884,293","$884,293",$0,$0,$0,$0
Gary Forbes,2013,SF,UFA,HOU,BKN,1,"$884,293","$884,293",$0,$0,$0,$0
Hamady N'Diaye,2013,C,UFA,SAC,SAC,1,"$884,293","$884,293",$0,$0,$0,$0
Jorge Gutierrez,2013,PG,UFA,BKN,BKN,2,"$874,150","$437,075",$0,"$57,668",$0,$0
Bernard James,2013,C,UFA,DAL,DAL,1,"$788,872","$788,872",$0,"$788,872",$0,$0
DeQuan Jones,2013,SF,UFA,ORL,SAC,1,"$788,872","$788,872",$0,$0,$0,$0
Justin Holiday,2013,SG,UFA,PHI,UTA,1,"$788,872","$788,872",$0,$0,$0,$0
Kris Joseph,2013,SF,UFA,BOS,ORL,1,"$788,872","$788,872",$0,$0,$0,$0
Scott Machado,2013,PG,UFA,GSW,UTA,1,"$788,872","$788,872",$0,$0,$0,$0
Darius Johnson-Odom,2013,SG,UFA,LAL,LAL,1,"$788,872","$788,872",$0,$0,$0,$0
D.J. Augustin,2013,PG,UFA,TOR,CHI,1,"$755,459","$755,459",$0,$0,$0,$0
Hedo Turkoglu,2013,SF,UFA,ORL,LAC,1,"$749,148","$749,148",$0,"$749,148",$0,$0
James Johnson,2013,PF,UFA,ATL,MEM,1,"$680,263","$680,263",$0,$0,$0,$0
Justin Hamilton,2013,C,UFA,MIA,MIA,1,"$490,180","$490,180",$0,$0,$0,$0
C.J. Aiken,2013,PF,UDFA,Saint Joseph's,SAC,1,"$490,180",$0,$0,$0,$0,$0
Chris Babb,2013,SG,UDFA,Iowa State,BOS,1,"$490,180",$0,$0,$0,$0,$0
Reginald Becton,2013,PF,UDFA,Ole Miss,DEN,1,"$490,180",$0,$0,$0,$0,$0
Reginald Becton,2013,PF,UDFA,Ole Miss,DEN,1,"$490,180",$0,$0,$0,$0,$0
Damen Bell-Holter,2013,"PF, C",UDFA,Oral Roberts,BOS,1,"$490,180",$0,$0,$0,$0,$0
Vander Blue,2013,SG,UDFA,Marquette,PHI,1,"$490,180",$0,$0,$0,$0,$0
Eric Boateng,2013,C,UDFA,Arizona State,LAL,1,"$490,180",$0,$0,$0,$0,$0
Patrick Christopher,2013,"SG, SF",UDFA,California,CHI,1,"$490,180",$0,$0,$0,$0,$0
Olek Czyz,2013,"SF, PF",UDFA,Nevada,MIL,1,"$490,180",$0,$0,$0,$0,$0
Brandon Davies,2013,PF,UDFA,Brigham Young,LAC,1,"$490,180",$0,$0,"$50,000",$0,$0
Dewayne Dedmon,2013,C,UDFA,Southern California,GSW,1,"$490,180",$0,$0,$0,$0,$0
Dewayne Dedmon,2013,C,UDFA,Southern California,GSW,1,"$490,180",$0,$0,$0,$0,$0
Larry Drew II,2013,PG,UDFA,California-Los Angeles,MIA,1,"$490,180",$0,$0,$0,$0,$0
Courtney Fells,2013,SG,UDFA,North Carolina State,SAS,1,"$490,180",$0,$0,$0,$0,$0
Eric Griffin,2013,PF,UDFA,Campbell,MIA,1,"$490,180",$0,$0,$0,$0,$0
Jorge Gutierrez,2013,PG,UDFA,California,BKN,1,"$490,180",$0,$0,$0,$0,$0
Myck Kabongo,2013,PG,UDFA,Texas,SAS,1,"$490,180",$0,$0,$0,$0,$0
Michael Lee,2013,PF,UDFA,St. Bonaventure,CLE,1,"$490,180",$0,$0,$0,$0,$0
David Lighty,2013,PF,UDFA,Ohio State,ATL,1,"$490,180",$0,$0,$0,$0,$0
Kalin Lucas,2013,PG,UDFA,Michigan State,CHI,1,"$490,180",$0,$0,$0,$0,$0
Richard McConnell,2013,PG,UDFA,Saint Mary's,DAL,1,"$490,180",$0,$0,$0,$0,$0
Rodney McGruder,2013,SG,UDFA,Kansas State,OKC,1,"$490,180",$0,$0,$0,$0,$0
Rodney McGruder,2013,SG,UDFA,Kansas State,OKC,1,"$490,180",$0,$0,$0,$0,$0
Trey McKinney-Jones,2013,SG,UDFA,Miami (FL),MIL,1,"$490,180",$0,$0,$0,$0,$0
Carlos Morais,2013,SG,UDFA,,TOR,1,"$490,180",$0,$0,$0,$0,$0
Toure Murry,2013,SF,UDFA,Wichita State,NYK,0,"$490,180",$0,$0,$0,$0,$0
James Nunnally,2013,SF,UDFA,California-Santa Barbara,PHX,1,"$490,180",$0,$0,$0,$0,$0
Dan Nwaelele,2013,SG,UDFA,Air Force,SAS,1,"$490,180",$0,$0,$0,$0,$0
DeShawn Sims,2013,SF,UDFA,Michigan,BOS,1,"$490,180",$0,$0,$0,$0,$0
E.J. Singler,2013,SF,UDFA,Oregon,POR,1,"$490,180",$0,$0,$0,$0,$0
Kammron Taylor,2013,PG,UDFA,Wisconsin,BOS,1,"$490,180",$0,$0,$0,$0,$0
Charlie Westbrook,2013,SG,UDFA,South Dakota,MIA,1,"$490,180",$0,$0,$0,$0,$0
Adonis Thomas,2013,SF,UFA,ATL,BKN,1,"$480,190","$480,190",$0,$0,$0,$0
Dewayne Dedmon,2013,C,UFA,GSW,GSW,1,"$432,512","$432,512",$0,$0,$0,$0
Leandro Barbosa,2013,SG,UFA,PHX,PHX,1,"$410,936","$410,936",$0,"$410,936",$0,$0
Caron Butler,2013,SF,UFA,MIL,OKC,1,"$386,923","$386,923",$0,"$386,923",$0,$0
Seth Curry,2013,SG,UFA,GSW,MEM,1,"$328,709","$328,709",$0,$0,$0,$0
Troy Daniels,2013,SG,UFA,HOU,HOU,2,"$158,588","$79,294",$0,"$158,588",$0,$0
Willie Reed,2013,C,UFA,MEM,SAC,1,"$102,089","$102,089",$0,"$102,089",$0,$0
Hilton Armstrong,2013,C,UFA,GSW,GSW,1,"$48,349","$48,349",$0,"$48,349",$0,$0
Jarvis Varnado,2013,PF,UFA,MIA,CHI,10,"$46,404","$4,640",$0,$0,$0,$0
Xavier Henry,2013,SG,UFA,NOP,LAL,0,$0,$0,$0,$0,$0,$0
Gordon Hayward,2014,SF,RFA,UTA,UTA,4,"$62,965,420","$15,741,355",$0,"$62,965,420",$0,$0
Marcin Gortat,2014,C,UFA,WAS,WAS,5,"$60,000,000","$12,000,000",$0,"$60,000,000",$0,$0
Kyle Lowry,2014,PG,UFA,TOR,TOR,4,"$48,000,000","$12,000,000",$0,"$48,000,000",$0,$0
Chandler Parsons,2014,SF,RFA,HOU,DAL,3,"$46,084,500","$15,361,500",$0,"$46,084,500",$0,$0
LeBron James,2014,PF,UFA,MIA,CLE,2,"$42,217,798","$21,108,899",$0,"$42,217,798",$0,$0
Trevor Ariza,2014,SF,UFA,WAS,WAS,4,"$32,000,002","$8,000,001",$0,"$32,000,002",$0,$0
Channing Frye,2014,PF,UFA,PHX,ORL,4,"$32,000,000","$8,000,000",$0,"$32,000,000",$0,$0
Avery Bradley,2014,PG,RFA,BOS,BOS,4,"$32,000,000","$8,000,000",$0,"$32,000,000",$0,$0
Dwyane Wade,2014,SG,UFA,MIA,MIA,2,"$31,125,000","$15,562,500",$0,"$31,125,000",$0,$0
Boris Diaw,2014,C,UFA,SAS,SAS,4,"$28,000,000","$7,000,000",$0,"$17,500,000",$0,$0
Isaiah Thomas,2014,PG,RFA,SAC,SAC,4,"$27,000,002","$6,750,001",$0,"$27,000,002",$0,$0
Dirk Nowitzki,2014,PF,UFA,DAL,DAL,3,"$25,000,000","$8,333,333",$0,"$25,000,000",$0,$0
Spencer Hawes,2014,PF,UFA,CLE,LAC,4,"$22,652,350","$5,663,088",$0,"$22,652,350",$0,$0
Pau Gasol,2014,C,UFA,LAL,CHI,3,"$22,346,280","$7,448,760",$0,"$22,346,280",$0,$0
Nick Young,2014,SG,UFA,LAL,LAL,4,"$21,326,174","$5,331,544",$0,"$21,326,174",$0,$0
Luol Deng,2014,SF,UFA,CLE,MIA,2,"$19,866,073","$9,933,037",$0,"$19,866,073",$0,$0
Jodie Meeks,2014,SG,UFA,LAL,DET,3,"$18,810,000","$6,270,000",$0,"$18,810,000",$0,$0
Patrick Patterson,2014,PF,RFA,TOR,TOR,3,"$18,150,001","$6,050,000",$0,"$18,150,001",$0,$0
Lance Stephenson,2014,SG,UFA,IND,CHA,2,"$18,000,000","$9,000,000",$0,"$18,000,000",$0,$0
C.J. Miles,2014,SF,UFA,CLE,IND,4,"$17,955,350","$4,488,838",$0,"$17,955,350",$0,$0
Shaun Livingston,2014,PG,UFA,BKN,GSW,3,"$16,631,175","$5,543,725",$0,$0,$0,$0
Devin Harris,2014,PG,UFA,DAL,DAL,4,"$16,562,884","$4,140,721",$0,"$13,500,000",$0,$0
Marvin Williams,2014,PF,UFA,UTA,CHA,2,"$14,000,000","$7,000,000",$0,"$14,000,000",$0,$0
Kris Humphries,2014,PF,UFA,BOS,BOS,3,"$13,320,000","$4,440,000",$0,"$13,320,000",$0,$0
Greivis Vasquez,2014,PG,RFA,TOR,TOR,2,"$13,000,000","$6,500,000",$0,"$13,000,000",$0,$0
Patty Mills,2014,PG,UFA,SAS,SAS,3,"$13,000,000","$4,333,333",$0,"$10,000,000",$0,$0
Thabo Sefolosha,2014,SF,UFA,OKC,ATL,3,"$12,000,000","$4,000,000",$0,"$12,000,000",$0,$0
Vince Carter,2014,SG,UFA,DAL,MEM,3,"$12,000,000","$4,000,000",$0,"$12,000,000",$0,$0
Paul Pierce,2014,SF,UFA,BKN,WAS,2,"$10,848,725","$5,424,363",$0,"$10,848,725",$0,$0
Chris Andersen,2014,PF,UFA,MIA,MIA,2,"$10,375,000","$5,187,500",$0,"$10,375,000",$0,$0
Anthony Morrow,2014,SG,UFA,NOP,OKC,3,"$10,032,000","$3,344,000",$0,"$6,544,000",$0,$0
Mike Scott,2014,PF,RFA,ATL,ATL,3,"$10,000,000","$3,333,333",$0,"$6,666,666",$0,$0
Chris Kaman,2014,C,UFA,LAL,POR,2,"$9,816,000","$4,908,000",$0,"$5,800,000",$0,$0
Trevor Booker,2014,PF,UFA,WAS,UTA,2,"$9,775,000","$4,887,500",$0,"$5,000,000",$0,$0
Jordan Hill,2014,C,UFA,LAL,LAL,1,"$9,000,000","$9,000,000",$0,"$9,000,000",$0,$0
Caron Butler,2014,SF,UFA,OKC,DET,2,"$9,000,000","$4,500,000",$0,"$9,000,000",$0,$0
Mario Chalmers,2014,PG,UFA,MIA,MIA,2,"$8,300,000","$4,150,000",$0,"$8,300,000",$0,$0
Shelvin Mack,2014,PG,RFA,ATL,ATL,3,"$7,300,000","$2,433,333",$0,"$4,866,666",$0,$0
Evan Turner,2014,SF,UFA,IND,BOS,2,"$6,703,510","$3,351,755",$0,"$6,703,510",$0,$0
Jerryd Bayless,2014,PG,UFA,BOS,MIL,2,"$6,000,000","$3,000,000",$0,"$6,000,000",$0,$0
DeJaun Blair,2014,C,UFA,DAL,DAL,3,"$6,000,000","$2,000,000",$0,"$4,000,000",$0,$0
D.J. Augustin,2014,PG,UFA,CHI,DET,2,"$6,000,000","$3,000,000",$0,"$6,000,000",$0,$0
Kirk Hinrich,2014,SG,UFA,CHI,CHI,2,"$5,586,940","$2,793,470",$0,"$5,586,940",$0,$0
Udonis Haslem,2014,PF,UFA,MIA,MIA,2,"$5,586,940","$2,793,470",$0,"$5,586,940",$0,$0
Jameer Nelson,2014,PG,UFA,ORL,DAL,2,"$5,586,940","$2,793,470",$0,"$5,586,940",$0,$0
Brian Roberts,2014,PG,UFA,NOP,CHA,2,"$5,586,940","$2,793,470",$0,"$5,586,940",$0,$0
Mike Miller,2014,SG,UFA,MEM,CLE,2,"$5,586,940","$2,793,470",$0,"$5,586,940",$0,$0
Greg Monroe,2014,C,RFA,DET,DET,1,"$5,479,933","$5,479,933",$0,"$5,479,933",$0,$0
James Johnson,2014,PF,UFA,MEM,TOR,2,"$5,000,000","$2,500,000",$0,"$5,000,000",$0,$0
Steve Blake,2014,PG,UFA,GSW,POR,2,"$4,247,465","$2,123,733",$0,"$4,247,465",$0,$0
Ramon Sessions,2014,PG,UFA,MIL,SAC,2,"$4,247,465","$2,123,733",$0,"$4,247,465",$0,$0
Jordan Farmar,2014,PG,UFA,LAL,LAC,2,"$4,247,465","$2,123,733",$0,"$4,247,465",$0,$0
Beno Udrih,2014,PG,UFA,MEM,MEM,2,"$4,247,465","$2,123,733",$0,"$2,077,000",$0,$0
Danny Granger,2014,SF,UFA,LAC,MIA,2,"$4,247,465","$2,123,733",$0,"$4,247,465",$0,$0
Kent Bazemore,2014,SG,UFA,LAL,ATL,2,"$4,000,000","$2,000,000",$0,"$4,000,000",$0,$0
Kevin Seraphin,2014,PF,RFA,WAS,WAS,1,"$3,898,691","$3,898,691",$0,"$3,898,691",$0,$0
Grant Jerrett,2014,PF,UFA,OKC,OKC,4,"$3,867,199","$966,800",$0,"$1,763,758",$0,$0
Mo Williams,2014,PG,UFA,POR,MIN,1,"$3,750,000","$3,750,000",$0,"$3,750,000",$0,$0
Ryan Kelly,2014,PF,UFA,LAL,LAL,2,"$3,374,250","$1,687,125",$0,"$3,374,250",$0,$0
Jason Smith,2014,PF,UFA,NOP,NYK,1,"$3,278,000","$3,278,000",$0,"$3,278,000",$0,$0
Aaron Gray,2014,C,UFA,SAC,DET,2,"$2,584,131","$1,292,066",$0,"$2,584,131",$0,$0
Cartier Martin,2014,PF,UFA,ATL,DET,2,"$2,416,650","$1,208,325",$0,"$2,416,650",$0,$0
Brandon Rush,2014,SG,UFA,UTA,GSW,2,"$2,416,649","$1,208,325",$0,"$2,416,649",$0,$0
Drew Gordon,2014,PF,UDFA,New Mexico,PHI,3,"$2,332,836",$0,$0,"$40,000",$0,$0
Ronald Roberts,2014,SF,UDFA,Saint Joseph's,PHI,3,"$2,332,826",$0,$0,"$35,000",$0,$0
JaKarr Sampson,2014,SF,UDFA,St. John's,PHI,3,"$2,332,826",$0,$0,"$50,000",$0,$0
Ed Davis,2014,C,UFA,MEM,LAL,2,"$2,081,686","$1,040,843",$0,"$2,081,686",$0,$0
Garrett Temple,2014,SG,UFA,WAS,WAS,2,"$2,081,686","$1,040,843",$0,"$2,081,686",$0,$0
Al-Farouq Aminu,2014,PF,UFA,NOP,DAL,2,"$2,081,686","$1,040,843",$0,"$2,081,686",$0,$0
Aron Baynes,2014,C,RFA,SAS,SAS,1,"$2,077,000","$2,077,000",$0,"$2,077,000",$0,$0
John Salmons,2014,SF,UFA,ATL,NOP,1,"$2,000,000","$2,000,000",$0,"$2,000,000",$0,$0
Elton Brand,2014,PF,UFA,ATL,ATL,1,"$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000","$2,000,000"
Toure Murry,2014,SF,UFA,NYK,UTA,2,"$2,000,000","$1,000,000",$0,"$250,000",$0,$0
E'Twaun Moore,2014,SG,UFA,ORL,CHI,2,"$1,963,584","$981,792",$0,"$474,082",$0,$0
Darius Miller,2014,SF,UFA,NOP,NOP,2,"$1,896,591","$948,296",$0,"$400,000",$0,$0
Diante Garrett,2014,PG,UFA,TOR,POR,2,"$1,896,591","$948,296",$0,"$30,000",$0,$0
